Date,Observe,Train,Test,Valid
2012-09-23,30188.3,32198.05078125,,
2012-09-30,43491.16,27570.7109375,,
2012-10-07,32389.98,45331.32421875,,
2012-10-14,21205.52,30311.189453125,,
2012-10-21,14225.5,19465.63671875,,
2012-10-28,9071.62,13350.712890625,,
2012-11-04,7940.0,6622.48193359375,,
2012-11-11,6381.1,8920.3388671875,,
2012-11-18,5890.32,4477.35791015625,,
2012-11-25,5735.48,2221.00634765625,,
2012-12-02,3921.863333333333,3207.11962890625,,
2012-12-09,2957.0783333333334,1882.67041015625,,
2012-12-16,2785.285,1937.19873046875,,
2012-12-23,4141.77,2214.105224609375,,
2012-12-30,3235.2033333333334,3832.028564453125,,
2013-01-06,2328.6366666666663,2934.690185546875,,
2013-01-13,1422.07,1686.585205078125,,
2013-01-20,1279.8783333333333,950.4298095703125,,
2013-01-27,1244.39,991.292724609375,,
2013-02-03,1169.6166666666666,1373.648193359375,,
2013-02-10,1268.055,1003.8025512695312,,
2013-02-17,1205.6133333333335,985.14208984375,,
2013-02-24,1160.664,917.2128295898438,,
2013-03-03,1639.7416666666668,1003.9844360351562,,
2013-03-10,1768.7016666666666,1632.660400390625,,
2013-03-17,1526.962,1728.2252197265625,,
2013-03-24,1322.2583333333332,1449.0272216796875,,
2013-03-31,1054.1,1255.433837890625,,
2013-04-07,988.4766666666666,960.6881713867188,,
2013-04-14,956.4959999999999,998.8779296875,,
2013-04-21,945.9816666666667,967.3299560546875,,
2013-04-28,974.6766666666666,860.2086181640625,,
2013-05-05,1018.4219999999999,884.2914428710938,,
2013-05-12,1104.0983333333334,923.2966918945312,,
2013-05-19,1140.385,1045.4853515625,,
2013-05-26,1036.8719999999998,1100.5570068359375,,
2013-06-02,1052.7775,985.5559692382812,,
2013-06-09,2737.46,1021.3114013671875,,
2013-06-16,4667.18,2884.759765625,,
2013-06-23,4366.79,4868.38037109375,,
2013-06-30,6666.91,4265.87158203125,,
2013-07-07,26776.72666666667,6778.4619140625,,
2013-07-14,25013.7,28782.220703125,,
2013-07-21,40034.36,25193.568359375,,
2013-07-28,34469.37,40879.05859375,,
2013-08-04,39988.47,34484.89453125,,
2013-08-11,23451.1,38846.4453125,,
2013-08-18,47326.65666666667,25292.59375,,
2013-08-25,49051.24,48580.97265625,,
2013-09-01,51638.119999999995,51762.3125,,
2013-09-08,54225.0,48862.7421875,,
2013-09-15,53741.48,54548.015625,,
2013-09-22,27219.83,48922.6015625,,
2013-09-29,15712.84,25411.103515625,,
2013-10-06,10964.04,14164.4990234375,,
2013-10-13,10081.29,9860.095703125,,
2013-10-20,11826.26,8322.9765625,,
2013-10-27,20687.66,11036.1162109375,,
2013-11-03,13149.987500000001,15997.29296875,,
2013-11-10,11388.653333333334,7727.44482421875,,
2013-11-17,8149.78,8437.13671875,,
2013-11-24,7102.92,7288.1591796875,,
2013-12-01,5606.705,6210.53955078125,,
2013-12-08,5045.408333333334,6806.05419921875,,
2013-12-15,4701.8983333333335,3796.74462890625,,
2013-12-22,4301.742,3443.412109375,,
2013-12-29,3579.715,3218.103271484375,,
2014-01-05,2819.9739999999997,2821.76318359375,,
2014-01-12,2422.1516666666666,2174.9130859375,,
2014-01-19,2198.4660000000003,1978.1573486328125,,
2014-01-26,2355.606,1907.35009765625,,
2014-02-02,2577.7516666666666,2126.79443359375,,
2014-02-09,2545.8033333333333,2329.953125,,
2014-02-16,2347.0516666666667,2241.02099609375,,
2014-02-23,2225.9266666666667,2098.03466796875,,
2014-03-02,2163.6966666666667,2048.985595703125,,
2014-03-09,2203.0583333333334,2071.88818359375,,
2014-03-16,2438.891666666667,2160.427734375,,
2014-03-23,2303.944,2384.07861328125,,
2014-03-30,1931.408,2165.005859375,,
2014-04-06,1805.0616666666665,1757.3287353515625,,
2014-04-13,1685.2983333333334,1689.005859375,,
2014-04-20,1456.318,1591.4227294921875,,
2014-04-27,1458.305,1386.111328125,,
2014-05-04,1402.694,1378.386962890625,,
2014-05-11,1575.564285714286,1257.47900390625,,
2014-05-18,1431.5219999999997,1470.08251953125,,
2014-05-25,1651.8083333333332,1337.072509765625,,
2014-06-01,1582.225,1555.36767578125,,
2014-06-08,2617.17,1519.8773193359375,,
2014-06-15,2503.4,2636.42822265625,,
2014-06-22,2780.64,2493.275146484375,,
2014-06-29,2953.34,2677.604736328125,,
2014-07-06,4514.48,2971.748779296875,,
2014-07-13,8964.67,4556.21142578125,,
2014-07-20,8833.95,9525.755859375,,
2014-07-27,11231.29,8777.759765625,,
2014-08-03,15178.21,11203.5126953125,,
2014-08-10,14828.18,15578.7626953125,,
2014-08-17,19726.21,14651.220703125,,
2014-08-24,39978.16,20641.798828125,,
2014-08-31,42520.59,42060.26953125,,
2014-09-07,32975.26,42666.6953125,,
2014-09-14,21845.54,31440.955078125,,
2014-09-21,19574.23,20222.615234375,,
2014-09-28,21835.745000000003,18757.302734375,,
2014-10-05,19085.48,24683.892578125,,
2014-10-12,14794.985,19463.650390625,,
2014-10-19,10504.49,11700.7841796875,,
2014-10-26,10442.64,6519.89990234375,,
2014-11-02,10640.84,8255.2021484375,,
2014-11-09,8462.58,10214.8544921875,,
2014-11-16,7026.58,7222.9716796875,,
2014-11-23,5687.79,5386.13037109375,,
2014-11-30,4744.45,4057.623046875,,
2014-12-07,3823.2100000000005,3842.626953125,,
2014-12-14,3289.8783333333326,3433.074462890625,,
2014-12-21,3024.8679999999995,2563.364501953125,,
2014-12-28,2662.882,2341.616943359375,,
2015-01-04,2572.654,2073.2216796875,,
2015-01-11,2539.7816666666668,,2123.67724609375,
2015-01-18,2530.7383333333332,,2169.4990234375,
2015-01-25,2606.5583333333334,,2232.368408203125,
2015-02-01,2287.9500000000003,,2416.6611328125,
2015-02-08,1987.4933333333336,,2066.49072265625,
2015-02-15,1818.5316666666665,,1800.5042724609375,
2015-02-22,1776.0583333333336,,1699.343994140625,
2015-03-01,1460.8550000000002,,1668.69482421875,
2015-03-08,1426.9016666666666,,1354.7750244140625,
2015-03-15,1381.8850000000002,,1287.572021484375,
2015-03-22,1731.9299999999998,,1240.9403076171875,
2015-03-29,1673.092,,1638.3701171875,
2015-04-05,1927.2133333333331,,1600.1417236328125,
2015-04-12,2356.68,,1818.9539794921875,
2015-04-19,2332.79,,2331.915771484375,
2015-04-26,2123.233333333333,,2245.907470703125,
2015-05-03,2292.134,,2082.89794921875,
2015-05-10,2684.838,,2257.126953125,
2015-05-17,2815.103333333333,,2685.013427734375,
2015-05-24,2834.06,,2830.572021484375,
2015-05-31,3183.9816666666666,,2770.150390625,
2015-06-07,3265.29,,3089.4765625,
2015-06-14,3312.05,,3187.074951171875,
2015-06-21,3700.89,,3273.9775390625,
2015-06-28,3717.38,,3685.9453125,
2015-07-05,3841.15,,3609.363525390625,
2015-07-12,7035.76,,3769.005859375,
2015-07-19,7359.92,,7276.34130859375,
2015-07-26,10223.83,,7307.572265625,
2015-08-02,14696.98,,10286.1787109375,
2015-08-09,19048.25,,15125.5419921875,
2015-08-16,18994.91,,19151.146484375,
2015-08-23,22625.56,,19193.138671875,
2015-08-30,45351.26599999999,,22740.21875,
2015-09-06,43667.46,,47715.90625,
2015-09-13,36832.07,,43957.671875,
2015-09-20,21299.66,,35407.83984375,
2015-09-27,13435.42,,19507.7734375,
2015-10-04,12069.21,,11303.7080078125,
2015-10-11,6351.84,,15041.7412109375,
2015-10-18,4123.87,,5798.28076171875,
2015-10-25,3733.56,,1449.35107421875,
2015-11-01,3327.6,,-54.30419158935547,
2015-11-08,3181.895,,59.69483184814453,
2015-11-15,3036.19,,2000.17822265625,
2015-11-22,3033.85,,1703.357666015625,
2015-11-29,2940.49,,2005.046142578125,
2015-12-06,2791.603333333333,,2549.38330078125,
2015-12-13,2712.645,,2537.247802734375,
2015-12-20,2525.6259999999997,,2524.81494140625,
2015-12-27,2007.2299999999998,,2349.748046875,
2016-01-03,1642.0633333333333,,1822.1416015625,
2016-01-10,1256.355,,1474.612060546875,
2016-01-17,1133.2633333333335,,1089.479248046875,
2016-01-24,998.3966666666665,,995.1331787109375,
2016-01-31,997.2633333333333,,877.1681518554688,
2016-02-07,980.4516666666667,,821.179931640625,
2016-02-14,937.7933333333335,,829.2758178710938,
2016-02-21,902.768,,789.8514404296875,
2016-02-28,833.88,,811.2723999023438,
2016-03-06,793.38,,758.7316284179688,
2016-03-13,730.8066666666667,,744.1010131835938,
2016-03-20,956.3419999999999,,691.5038452148438,
2016-03-27,791.374,,939.0892333984375,
2016-04-03,443.7066666666667,,743.997314453125,
2016-04-10,932.6633333333333,,352.0301208496094,
2016-04-17,853.1379999999999,,952.62939453125,
2016-04-24,707.4949999999999,,819.6500244140625,
2016-05-01,985.4560000000001,,671.5972290039062,
2016-05-08,916.7133333333333,,1003.0282592773438,
2016-05-15,675.4383333333334,,809.5676879882812,
2016-05-22,773.61,,667.2343139648438,
2016-05-29,865.632,,791.518310546875,
2016-06-05,947.335,,819.076171875,
2016-06-12,850.36,,956.298095703125,
2016-06-19,830.48,,829.46875,
2016-06-26,1883.24,,749.220703125,
2016-07-03,6265.63,,1965.143798828125,
2016-07-10,6597.2,,6718.69775390625,
2016-07-17,9814.22,,6652.314453125,
2016-07-24,19887.62,,9909.83203125,
2016-07-31,42768.54,,20946.947265625,
2016-08-07,48388.325,,45024.84765625,
2016-08-14,45220.34,,49552.2421875,
2016-08-21,42515.38,,44056.44140625,
2016-08-28,53332.99,,42100.29296875,
2016-09-04,54943.105,,54850.125,
2016-09-11,42556.72,,58312.46875,
2016-09-18,31254.19,,41698.328125,
2016-09-25,27107.53,,28076.615234375,
2016-10-02,26566.92,,24044.912109375,
2016-10-09,22801.98,,26159.865234375,
2016-10-16,19037.04,,21777.43359375,
2016-10-23,19781.14,,15073.6943359375,
2016-10-30,10146.24,,15728.3095703125,
2016-11-06,6707.92,,6482.23583984375,
2016-11-13,6601.45,,4674.93505859375,
2016-11-20,6538.03,,5483.03369140625,
2016-11-27,6291.96,,4659.873046875,
2016-12-04,4598.245000000001,,5638.7158203125,
2016-12-11,3551.73,,2435.9765625,
2016-12-18,3258.198,,1736.1103515625,
2016-12-25,2786.142,,2717.583984375,
2017-01-01,2164.7483333333334,,2468.656494140625,
2017-01-08,1910.5916666666672,,,1852.32177734375
2017-01-15,1582.3983333333335,,,1417.4515380859375
2017-01-22,1470.5900000000001,,,1104.7838134765625
2017-01-29,1313.4916666666666,,,1204.5750732421875
2017-02-05,1282.335,,,1113.1666259765625
2017-02-12,1141.8416666666665,,,1049.36572265625
2017-02-19,1070.1850000000002,,,976.8513793945312
2017-02-26,981.0899999999999,,,923.1085205078125
2017-03-05,988.015,,,882.3627319335938
2017-03-12,891.3066666666665,,,903.1058349609375
2017-03-19,955.6966666666667,,,825.9520263671875
2017-03-26,969.9780000000001,,,892.4625244140625
2017-04-02,749.0016666666667,,,919.4612426757812
2017-04-09,957.995,,,665.4471435546875
2017-04-16,1106.1633333333334,,,940.155029296875
2017-04-23,1059.7749999999999,,,1085.9913330078125
2017-04-30,1134.5666666666666,,,1013.665771484375
2017-05-07,1324.174,,,1122.9324951171875
2017-05-14,1136.3300000000002,,,1276.810546875
2017-05-21,1043.4033333333334,,,1097.1689453125
2017-05-28,1089.0033333333333,,,1029.906005859375
2017-06-04,1237.8766666666668,,,1067.809814453125
2017-06-11,1754.64,,,1215.396728515625
2017-06-18,1838.0700000000002,,,1806.607421875
2017-06-25,1921.5,,,1793.8970947265625
2017-07-02,2695.7,,,1837.77978515625
2017-07-09,3469.9,,,2737.13427734375
2017-07-16,6630.88,,,3521.89892578125
2017-07-23,19837.51,,,6963.724609375
2017-07-30,15444.82,,,21188.25
2017-08-06,19406.66,,,15011.314453125
2017-08-13,21228.67,,,19139.44921875
2017-08-20,48078.41,,,21884.9921875
2017-08-27,49024.104999999996,,,50291.01171875
2017-09-03,41472.426666666666,,,51647.16015625
2017-09-10,32721.44,,,38842.92578125
2017-09-17,30159.02,,,31653.884765625
2017-09-24,25919.46,,,28633.345703125
2017-10-01,17664.23,,,28721.43359375
2017-10-08,14197.48,,,17295.66796875
2017-10-15,14230.77,,,11165.0341796875
2017-10-22,12409.33,,,10985.5703125
2017-10-29,9506.66,,,9956.0654296875
2017-11-05,6023.5,,,7393.58349609375
2017-11-12,6704.79,,,3250.82275390625
2017-11-19,6194.64,,,4904.458984375
2017-11-26,5665.92,,,5475.3076171875
2017-12-03,3889.726666666667,,,4774.0517578125
2017-12-10,3305.186666666667,,,2817.046875
2017-12-17,2768.024,,,2068.894287109375
2017-12-24,2223.9066666666668,,,2367.79541015625
2017-12-31,1913.536,,,1879.330322265625
2018-01-07,1616.5033333333333,,,1595.1463623046875
2018-01-14,1471.9916666666668,,,1094.3546142578125
2018-01-21,1293.5216666666665,,,1095.8494873046875
2018-01-28,1243.5249999999999,,,1049.39111328125
2018-02-04,1209.1216666666667,,,1019.5811157226562
2018-02-11,1165.415,,,1049.2030029296875
2018-02-18,1081.7733333333335,,,1024.8555908203125
2018-02-25,1033.616,,,975.8703002929688
2018-03-04,978.5766666666668,,,939.130859375
2018-03-11,928.4883333333333,,,908.2435302734375
2018-03-18,951.3520000000001,,,871.1533813476562
2018-03-25,959.195,,,905.8197021484375
2018-04-01,811.2280000000001,,,906.9202880859375
2018-04-08,868.3633333333333,,,745.1375732421875
2018-04-15,1039.092,,,826.108642578125
2018-04-22,928.57,,,1018.603271484375
2018-04-29,964.8280000000001,,,882.0009765625
2018-05-06,1035.125,,,936.4847412109375
2018-05-13,961.4350000000001,,,996.0009155273438
2018-05-20,1017.1266666666667,,,912.95166015625
2018-05-27,1076.0149999999999,,,1023.638916015625
2018-06-03,1159.6399999999999,,,1048.24072265625
2018-06-10,1560.75,,,1126.2987060546875
2018-06-17,1501.55,,,1584.1878662109375
2018-06-24,1576.87,,,1456.4306640625
2018-07-01,2332.26,,,1531.364990234375
2018-07-08,3128.64,,,2394.49462890625
2018-07-15,7974.28,,,3177.87548828125
2018-07-22,8718.76,,,8466.8203125
2018-07-29,9169.34,,,8819.32421875
2018-08-05,10570.28,,,8917.8232421875
2018-08-12,32130.63,,,10796.4345703125
2018-08-19,32710.44,,,34181.7890625
2018-08-26,32529.92,,,33688.875
2018-09-02,33965.075,,,31618.8515625
2018-09-09,38367.5,,,34201.15625
2018-09-16,40749.14,,,37701.390625
2018-09-23,32235.58,,,43682.7421875
2018-09-30,23722.02,,,31684.70703125
2018-10-07,13375.4,,,21228.283203125
2018-10-14,10133.7,,,11234.279296875
2018-10-21,9001.58,,,9040.8369140625
2018-10-28,7714.42,,,8613.8828125
2018-11-04,6791.14,,,5152.08935546875
2018-11-11,6625.47,,,3872.08251953125
2018-11-18,6491.38,,,3616.740234375
2018-11-25,6034.6,,,4683.44384765625
2018-12-02,5780.073333333334,,,5184.49267578125
2018-12-09,5030.170000000001,,,5138.7666015625
2018-12-16,3452.9979999999996,,,4418.38134765625
2018-12-23,2467.791666666667,,,2907.10693359375
2018-12-30,2156.515,,,2083.26513671875
